claim_id,customer_id,policy_type,claim_amount,claim_status,incident_type,state,adjuster_id,fraud_flag,claim_date
314,1868,Life,4407.6,Approved,Fire,MA,247,1,2026-05-25 10:28:28.323185
315,2191,Auto,13796.17,Pending,Flood,DE,114,0,2026-05-25 10:28:28.323196
316,3007,Auto,33135.84,Approved,Accident,WA,169,0,2026-05-25 10:28:28.323205
317,1882,Auto,31049.88,Pending,Theft,NC,203,0,2026-05-25 10:28:28.323215
318,2540,Life,8452.93,Denied,Accident,MO,164,0,2026-05-25 10:28:28.323225
319,1485,Life,7620.7,Denied,Flood,CA,109,1,2026-05-25 10:28:28.323235
320,2176,Home,26475.73,Approved,Accident,VT,296,0,2026-05-25 10:28:28.323245
321,3705,Auto,11210.68,Pending,Fire,VT,114,0,2026-05-25 10:28:28.323255
322,1500,Auto,37055.95,Approved,Flood,IN,260,0,2026-05-25 10:28:28.323264
323,3938,Auto,27691.69,Denied,Theft,VT,208,1,2026-05-25 10:28:28.323274
324,1188,Home,32048.53,Pending,Flood,MO,267,0,2026-05-25 10:28:28.323284
325,3569,Home,10525.84,Approved,Flood,MS,295,0,2026-05-25 10:28:28.323294
326,2482,Home,23323.99,Approved,Fire,IA,140,0,2026-05-25 10:28:28.323304
327,1377,Life,10936.57,Denied,Fire,GU,136,1,2026-05-25 10:28:28.323314
328,3946,Auto,2929.97,Pending,Fire,MH,123,0,2026-05-25 10:28:28.323324
329,3022,Home,16840.72,Denied,Flood,NE,241,0,2026-05-25 10:28:28.323338
330,2660,Auto,20415.0,Approved,Theft,PA,216,0,2026-05-25 10:28:28.323349
331,2512,Auto,27512.47,Approved,Accident,ID,141,0,2026-05-25 10:28:28.323359
332,1754,Home,34053.47,Denied,Accident,AL,168,1,2026-05-25 10:28:28.323369
333,4788,Home,4737.87,Pending,Fire,TX,225,0,2026-05-25 10:28:28.323379
334,1897,Life,17505.05,Denied,Theft,RI,140,0,2026-05-25 10:28:28.323391
335,1744,Home,4340.8,Pending,Fire,NJ,185,0,2026-05-25 10:28:28.323402
336,1748,Auto,12912.02,Approved,Accident,AZ,217,1,2026-05-25 10:28:28.323411
337,1615,Home,36899.11,Approved,Theft,MP,223,0,2026-05-25 10:28:28.323421
338,4461,Auto,37335.52,Denied,Flood,GA,133,0,2026-05-25 10:28:28.323430
339,3825,Home,3579.78,Pending,Flood,DE,250,0,2026-05-25 10:28:28.323440
340,1278,Auto,29502.31,Pending,Accident,FL,228,1,2026-05-25 10:28:28.323450
341,1553,Life,49498.01,Pending,Fire,OR,125,0,2026-05-25 10:28:28.323460
342,4386,Auto,18125.82,Approved,Accident,RI,295,0,2026-05-25 10:28:28.323469
343,3915,Auto,36454.49,Denied,Flood,VT,286,0,2026-05-25 10:28:28.323480
344,3512,Life,26359.12,Approved,Fire,AK,149,0,2026-05-25 10:28:28.323489
345,4007,Life,29915.6,Pending,Accident,MO,273,0,2026-05-25 10:28:28.323499
346,1077,Home,24691.83,Denied,Accident,AR,108,0,2026-05-25 10:28:28.323513
347,1388,Life,22625.44,Pending,Flood,IL,171,0,2026-05-25 10:28:28.323525
348,3795,Home,20554.81,Denied,Fire,TN,103,1,2026-05-25 10:28:28.323537
349,1456,Life,28721.56,Pending,Flood,WY,282,0,2026-05-25 10:28:28.323553
350,2738,Auto,24766.54,Denied,Flood,IL,276,0,2026-05-25 10:28:28.323563
351,1127,Home,4715.36,Pending,Theft,GA,269,0,2026-05-25 10:28:28.323573
352,2858,Auto,27701.49,Pending,Fire,MS,273,1,2026-05-25 10:28:28.323583
353,4239,Auto,35668.68,Denied,Accident,MD,251,0,2026-05-25 10:28:28.323592
354,1355,Home,24473.78,Approved,Theft,IN,299,1,2026-05-25 10:28:28.323603
355,2542,Home,7168.29,Denied,Flood,VT,188,1,2026-05-25 10:28:28.323613
356,1889,Life,8112.74,Denied,Flood,VA,145,1,2026-05-25 10:28:28.323623
357,4737,Auto,38435.85,Pending,Flood,VI,128,0,2026-05-25 10:28:28.323633
358,3078,Auto,33039.46,Pending,Flood,VA,227,0,2026-05-25 10:28:28.323642
359,3352,Auto,33354.24,Denied,Fire,MI,106,0,2026-05-25 10:28:28.323652
360,4924,Home,42778.97,Approved,Flood,OH,112,0,2026-05-25 10:28:28.323662
361,2581,Life,37575.46,Approved,Accident,CO,256,1,2026-05-25 10:28:28.323672
362,1203,Home,31697.03,Pending,Fire,MT,226,1,2026-05-25 10:28:28.323682
363,4796,Auto,5503.92,Pending,Theft,DE,105,0,2026-05-25 10:28:28.323691
364,1805,Auto,28370.64,Denied,Accident,WI,119,0,2026-05-25 10:28:28.323701
365,2397,Home,6439.0,Denied,Accident,CA,129,0,2026-05-25 10:28:28.323711
366,1948,Home,10656.35,Pending,Flood,IN,169,0,2026-05-25 10:28:28.323721
367,3960,Auto,21884.46,Pending,Theft,NC,189,0,2026-05-25 10:28:28.323730
368,3702,Life,28023.39,Pending,Fire,OK,119,1,2026-05-25 10:28:28.323743
369,3528,Life,37045.96,Pending,Accident,ME,221,1,2026-05-25 10:28:28.323753
370,1497,Auto,29414.55,Approved,Flood,ID,250,1,2026-05-25 10:28:28.323763
371,4696,Home,23863.99,Pending,Accident,SC,228,1,2026-05-25 10:28:28.323773
372,3642,Auto,23669.53,Pending,Theft,VA,273,1,2026-05-25 10:28:28.323783
373,3553,Life,44950.05,Pending,Theft,NJ,243,1,2026-05-25 10:28:28.323792
374,2617,Home,6503.8,Pending,Theft,VA,200,1,2026-05-25 10:28:28.323802
375,1612,Life,30320.87,Approved,Fire,FM,180,0,2026-05-25 10:28:28.323812
376,1947,Auto,37710.75,Pending,Accident,OK,177,1,2026-05-25 10:28:28.323821
377,4383,Home,45977.07,Denied,Fire,KY,179,1,2026-05-25 10:28:28.323831
378,4478,Home,30994.85,Pending,Flood,GA,275,0,2026-05-25 10:28:28.323841
379,1502,Auto,42525.2,Pending,Flood,GU,167,0,2026-05-25 10:28:28.323850
380,4242,Home,22120.21,Approved,Fire,WY,117,0,2026-05-25 10:28:28.323860
381,3212,Life,45946.93,Pending,Fire,AR,202,1,2026-05-25 10:28:28.323870
382,1682,Home,21533.22,Approved,Theft,WI,101,0,2026-05-25 10:28:28.323880
383,1624,Home,28802.22,Approved,Accident,PA,214,1,2026-05-25 10:28:28.323890
384,2229,Auto,1053.78,Pending,Accident,PA,276,0,2026-05-25 10:28:28.323900
385,1938,Home,26651.86,Approved,Accident,SD,256,0,2026-05-25 10:28:28.323910
386,1002,Life,17765.27,Denied,Flood,NJ,229,0,2026-05-25 10:28:28.323922
387,3920,Life,21777.52,Denied,Flood,AZ,153,0,2026-05-25 10:28:28.323933
388,2417,Home,20517.62,Denied,Fire,NC,275,0,2026-05-25 10:28:28.323946
389,1938,Auto,25835.96,Approved,Theft,KS,219,0,2026-05-25 10:28:28.323956
390,3746,Home,15337.29,Pending,Theft,MD,108,0,2026-05-25 10:28:28.323966
391,2195,Auto,34811.28,Approved,Theft,GU,290,0,2026-05-25 10:28:28.323976
392,2643,Home,6946.4,Approved,Accident,WI,128,0,2026-05-25 10:28:28.323986
393,4407,Life,9327.28,Approved,Accident,HI,300,1,2026-05-25 10:28:28.323996
394,3732,Life,19480.82,Denied,Theft,NJ,285,0,2026-05-25 10:28:28.324006
395,4463,Home,43465.55,Pending,Accident,WV,234,0,2026-05-25 10:28:28.324015
396,2114,Life,33815.92,Denied,Accident,IN,102,1,2026-05-25 10:28:28.324029
397,1347,Home,26941.47,Denied,Flood,MP,252,0,2026-05-25 10:28:28.324039
398,2803,Auto,4780.09,Pending,Accident,GU,299,0,2026-05-25 10:28:28.324049
399,3318,Life,33916.21,Approved,Flood,VT,182,0,2026-05-25 10:28:28.324058
400,1267,Life,42604.96,Approved,Fire,NV,196,0,2026-05-25 10:28:28.324068
401,4674,Home,10106.92,Approved,Flood,ME,245,0,2026-05-25 10:28:28.324078
402,4250,Life,31770.3,Denied,Fire,MP,290,0,2026-05-25 10:28:28.324089
403,3204,Home,22923.76,Pending,Theft,PR,239,1,2026-05-25 10:28:28.324100
404,3724,Life,8577.24,Denied,Accident,RI,287,1,2026-05-25 10:28:28.324110
405,4570,Life,29898.96,Denied,Accident,FL,269,0,2026-05-25 10:28:28.324119
406,2080,Life,42118.96,Approved,Flood,TX,159,0,2026-05-25 10:28:28.324129
407,2043,Life,29350.72,Pending,Fire,DC,234,0,2026-05-25 10:28:28.324141
408,1163,Life,4818.92,Approved,Flood,HI,188,1,2026-05-25 10:28:28.324151
409,2394,Life,46195.63,Pending,Accident,MN,104,0,2026-05-25 10:28:28.324161
410,2631,Auto,1661.65,Denied,Theft,WA,130,0,2026-05-25 10:28:28.324171
411,3390,Home,12703.78,Denied,Flood,IL,143,1,2026-05-25 10:28:28.324181
412,2910,Home,21927.82,Approved,Accident,NY,168,0,2026-05-25 10:28:28.324191
413,1049,Home,42748.71,Pending,Accident,MO,224,0,2026-05-25 10:28:28.324200
414,4953,Home,20693.37,Pending,Accident,AK,160,0,2026-05-25 10:28:28.324210
415,2838,Home,37978.93,Approved,Flood,MI,224,0,2026-05-25 10:28:28.324220
416,3757,Auto,36283.52,Denied,Accident,AS,239,0,2026-05-25 10:28:28.324230
417,1386,Home,7724.47,Approved,Accident,IL,167,0,2026-05-25 10:28:28.324239
418,3813,Auto,3475.08,Approved,Accident,DE,246,0,2026-05-25 10:28:28.324249
419,2422,Life,31554.99,Approved,Fire,SD,134,1,2026-05-25 10:28:28.324259
420,1293,Auto,36083.32,Pending,Theft,AK,289,0,2026-05-25 10:28:28.324269
421,1421,Auto,43998.43,Approved,Fire,SD,101,1,2026-05-25 10:28:28.324278
422,1364,Life,45899.83,Pending,Theft,NJ,161,1,2026-05-25 10:28:28.324288
423,4700,Home,28824.92,Denied,Accident,WA,146,0,2026-05-25 10:28:28.324298
424,4426,Auto,10140.49,Denied,Theft,MO,224,1,2026-05-25 10:28:28.324307
425,1786,Life,37212.5,Pending,Theft,DC,218,0,2026-05-25 10:28:28.324332
426,2172,Auto,14631.64,Pending,Fire,NM,293,0,2026-05-25 10:28:28.324342
427,2144,Life,15967.41,Approved,Theft,KS,187,0,2026-05-25 10:28:28.324355
428,4200,Life,1869.74,Approved,Accident,ME,156,1,2026-05-25 10:28:28.324365
429,4118,Life,37968.19,Denied,Fire,RI,102,0,2026-05-25 10:28:28.324375
430,1144,Auto,34318.67,Denied,Fire,ID,251,0,2026-05-25 10:28:28.324385
431,3794,Life,14876.1,Approved,Flood,DC,185,1,2026-05-25 10:28:28.324394
432,3767,Life,6088.77,Approved,Accident,MS,229,0,2026-05-25 10:28:28.324408
433,1708,Life,5808.42,Denied,Fire,DE,144,0,2026-05-25 10:28:28.324418
434,3209,Home,24993.96,Denied,Theft,AS,262,0,2026-05-25 10:28:28.324429
435,1477,Life,30763.09,Pending,Theft,OK,257,0,2026-05-25 10:28:28.324438
436,1156,Home,28267.4,Pending,Fire,NM,198,0,2026-05-25 10:28:28.324448
437,2401,Home,48658.88,Approved,Flood,VI,300,1,2026-05-25 10:28:28.324458
438,1193,Home,12388.23,Approved,Fire,NJ,135,0,2026-05-25 10:28:28.324467
439,3273,Auto,45491.47,Approved,Fire,NY,219,0,2026-05-25 10:28:28.324477
440,2661,Home,23736.54,Approved,Flood,SC,200,1,2026-05-25 10:28:28.324487
441,1900,Home,34113.21,Denied,Theft,GA,195,1,2026-05-25 10:28:28.324496
442,1983,Life,8239.88,Denied,Accident,NV,171,1,2026-05-25 10:28:28.324506
443,2216,Home,2882.52,Pending,Flood,PR,223,0,2026-05-25 10:28:28.324515
444,2478,Auto,18509.15,Denied,Accident,IA,219,1,2026-05-25 10:28:28.324525
445,1417,Auto,14972.07,Denied,Flood,DC,190,0,2026-05-25 10:28:28.324535
446,4004,Auto,21459.58,Approved,Accident,PA,121,0,2026-05-25 10:28:28.324548
447,4829,Life,32042.42,Pending,Accident,OR,163,0,2026-05-25 10:28:28.324557
448,2851,Life,20610.23,Pending,Flood,IA,120,0,2026-05-25 10:28:28.324567
449,4625,Home,20326.77,Approved,Flood,MD,288,0,2026-05-25 10:28:28.324577
450,2588,Auto,38526.29,Denied,Fire,VA,124,1,2026-05-25 10:28:28.324587
451,3596,Life,20348.26,Denied,Fire,MO,268,1,2026-05-25 10:28:28.324597
452,4392,Auto,31842.64,Denied,Accident,MO,287,1,2026-05-25 10:28:28.324607
453,4360,Life,32703.25,Denied,Fire,VT,142,0,2026-05-25 10:28:28.324616
454,3035,Auto,6099.98,Pending,Flood,LA,293,0,2026-05-25 10:28:28.324626
455,2528,Home,49037.39,Denied,Accident,WA,248,1,2026-05-25 10:28:28.324636
456,3362,Auto,24023.77,Approved,Accident,GA,146,0,2026-05-25 10:28:28.324646
457,2338,Home,8260.97,Approved,Theft,OR,294,0,2026-05-25 10:28:28.324656
458,1586,Auto,35844.39,Pending,Fire,PR,223,0,2026-05-25 10:28:28.324666
459,1734,Life,5738.8,Pending,Accident,HI,283,0,2026-05-25 10:28:28.324676
460,1117,Auto,39544.72,Pending,Fire,SD,208,1,2026-05-25 10:28:28.324688
461,3415,Life,15801.8,Pending,Accident,WV,264,0,2026-05-25 10:28:28.324700
462,4129,Life,3644.37,Denied,Flood,KY,166,0,2026-05-25 10:28:28.324710
463,4739,Life,10329.88,Denied,Accident,ME,198,0,2026-05-25 10:28:28.324720
464,3124,Auto,29399.92,Denied,Flood,DE,196,1,2026-05-25 10:28:28.324729
465,3721,Life,40317.26,Denied,Fire,MO,150,0,2026-05-25 10:28:28.324743
466,4714,Auto,37677.55,Pending,Fire,MT,163,1,2026-05-25 10:28:28.324755
467,1707,Auto,43839.38,Denied,Theft,IA,259,1,2026-05-25 10:28:28.324766
468,1542,Life,19742.29,Pending,Fire,MO,173,0,2026-05-25 10:28:28.324776
469,2664,Home,17294.04,Pending,Theft,ND,200,0,2026-05-25 10:28:28.324786
470,4963,Home,27849.73,Pending,Fire,ND,218,1,2026-05-25 10:28:28.324796
471,4091,Life,3194.33,Pending,Theft,WI,226,1,2026-05-25 10:28:28.324806
472,4804,Life,46835.13,Pending,Flood,WI,220,0,2026-05-25 10:28:28.324816
473,4403,Auto,39995.47,Pending,Fire,MS,161,0,2026-05-25 10:28:28.324825
474,3855,Home,46425.82,Denied,Theft,CA,148,0,2026-05-25 10:28:28.324835
475,2464,Auto,18508.05,Approved,Fire,GU,187,0,2026-05-25 10:28:28.324844
476,3152,Life,48404.9,Approved,Accident,AS,130,1,2026-05-25 10:28:28.324854
477,4054,Auto,14050.03,Approved,Flood,IN,158,1,2026-05-25 10:28:28.324864
478,1511,Home,22075.14,Pending,Theft,PR,293,1,2026-05-25 10:28:28.324874
479,2380,Life,3189.12,Approved,Theft,PA,190,0,2026-05-25 10:28:28.324884
480,2080,Life,23165.57,Denied,Fire,NC,281,0,2026-05-25 10:28:28.324893
481,2489,Auto,23335.3,Pending,Theft,CT,102,1,2026-05-25 10:28:28.324903
482,1772,Auto,35812.36,Approved,Accident,VT,154,1,2026-05-25 10:28:28.324913
483,4508,Life,17700.2,Denied,Theft,VA,222,0,2026-05-25 10:28:28.324922
484,2407,Auto,12764.64,Denied,Flood,IN,209,0,2026-05-25 10:28:28.324932
485,3797,Life,12293.13,Pending,Flood,FM,144,1,2026-05-25 10:28:28.324946
486,2191,Life,31183.05,Pending,Flood,IN,250,1,2026-05-25 10:28:28.324956
487,2391,Life,28389.41,Approved,Accident,AS,148,0,2026-05-25 10:28:28.324966
488,2863,Life,48280.33,Denied,Theft,GU,160,0,2026-05-25 10:28:28.324976
489,2908,Auto,16400.36,Denied,Fire,TN,223,0,2026-05-25 10:28:28.324986
490,2151,Auto,41232.64,Approved,Accident,WI,225,0,2026-05-25 10:28:28.324995
491,4026,Auto,37394.68,Pending,Flood,NV,261,1,2026-05-25 10:28:28.325005
492,1019,Auto,45218.26,Denied,Accident,KY,261,1,2026-05-25 10:28:28.325015
493,4680,Home,9330.24,Approved,Fire,AK,242,1,2026-05-25 10:28:28.325025
494,2353,Life,43252.17,Denied,Fire,HI,271,0,2026-05-25 10:28:28.325035
495,2619,Home,10537.51,Denied,Flood,MN,112,0,2026-05-25 10:28:28.325044
496,1123,Home,17339.73,Pending,Accident,WA,199,0,2026-05-25 10:28:28.325054
497,3589,Life,18993.88,Pending,Flood,PW,224,0,2026-05-25 10:28:28.325064
498,1812,Home,38546.83,Approved,Theft,SD,227,0,2026-05-25 10:28:28.325074
499,3856,Auto,24200.89,Pending,Flood,CO,143,0,2026-05-25 10:28:28.325083
500,1269,Life,32378.39,Approved,Theft,FM,156,0,2026-05-25 10:28:28.325093
501,1908,Life,42811.82,Pending,Accident,VT,286,0,2026-05-25 10:28:28.325102
502,1027,Life,11582.22,Pending,Theft,IL,274,0,2026-05-25 10:28:28.325112
503,4923,Life,45554.12,Approved,Theft,NV,248,0,2026-05-25 10:28:28.325123
504,4071,Auto,4228.31,Pending,Theft,TX,181,0,2026-05-25 10:28:28.325136
505,3464,Home,1791.86,Pending,Flood,IN,136,1,2026-05-25 10:28:28.325149
506,1426,Auto,25283.22,Pending,Fire,WV,294,0,2026-05-25 10:28:28.325159
507,1434,Life,38700.39,Denied,Theft,CO,202,0,2026-05-25 10:28:28.325169
508,3843,Auto,28175.29,Approved,Fire,VA,119,0,2026-05-25 10:28:28.325179
509,3418,Life,30872.85,Approved,Flood,FL,275,0,2026-05-25 10:28:28.325188
510,3097,Auto,25573.49,Approved,Accident,LA,143,1,2026-05-25 10:28:28.325198
511,3987,Auto,47262.68,Pending,Flood,MS,227,0,2026-05-25 10:28:28.325208
512,2780,Home,39294.02,Denied,Flood,RI,227,0,2026-05-25 10:28:28.325218
513,1599,Home,2430.02,Approved,Accident,ND,293,1,2026-05-25 10:28:28.325227
514,3995,Home,32460.46,Pending,Theft,GU,186,0,2026-05-25 10:28:28.325237
515,1249,Auto,2570.07,Denied,Fire,OK,105,1,2026-05-25 10:28:28.325247
516,3779,Auto,19905.22,Denied,Accident,MO,137,0,2026-05-25 10:28:28.325257
517,3495,Life,29111.48,Pending,Flood,MI,256,1,2026-05-25 10:28:28.325271
518,4412,Life,22324.24,Pending,Flood,AL,177,1,2026-05-25 10:28:28.325281
519,2390,Life,34766.26,Denied,Flood,VT,199,0,2026-05-25 10:28:28.325290
520,1049,Life,35876.84,Approved,Flood,NY,255,0,2026-05-25 10:28:28.325302
521,3616,Auto,42212.94,Denied,Flood,NH,145,0,2026-05-25 10:28:28.325312
522,1929,Life,9682.3,Approved,Theft,ME,212,0,2026-05-25 10:28:28.325322
523,2342,Home,24435.01,Denied,Accident,CA,204,0,2026-05-25 10:28:28.325332
524,2807,Life,20553.34,Pending,Accident,AS,151,0,2026-05-25 10:28:28.325347
525,3519,Life,49736.61,Pending,Accident,AK,112,1,2026-05-25 10:28:28.325357
526,2710,Home,19879.95,Denied,Accident,PA,173,0,2026-05-25 10:28:28.325368
527,1688,Home,3108.97,Approved,Fire,PA,232,0,2026-05-25 10:28:28.325377
528,1382,Home,6289.78,Denied,Fire,PA,198,0,2026-05-25 10:28:28.325387
529,4937,Life,18552.78,Pending,Theft,MO,238,0,2026-05-25 10:28:28.325397
530,3167,Life,27268.59,Denied,Theft,AL,280,0,2026-05-25 10:28:28.325407
531,3728,Life,45753.22,Denied,Flood,WI,262,0,2026-05-25 10:28:28.325416
532,3892,Home,2684.29,Denied,Flood,OH,285,0,2026-05-25 10:28:28.325426
533,3659,Life,20717.83,Denied,Theft,NE,284,0,2026-05-25 10:28:28.325436
534,2957,Life,6355.6,Pending,Flood,KS,228,0,2026-05-25 10:28:28.325446
535,1360,Auto,36186.73,Denied,Flood,MS,164,0,2026-05-25 10:28:28.325456
536,3009,Life,10187.59,Approved,Flood,MD,131,1,2026-05-25 10:28:28.325466
537,4493,Life,19330.42,Pending,Theft,MO,140,1,2026-05-25 10:28:28.325475
538,3798,Auto,6119.25,Pending,Theft,MP,117,1,2026-05-25 10:28:28.325485
539,2092,Life,26616.99,Approved,Fire,MS,273,0,2026-05-25 10:28:28.325495
540,4477,Auto,44437.48,Denied,Accident,ID,184,0,2026-05-25 10:28:28.325505
541,4731,Life,32809.41,Approved,Flood,AZ,294,1,2026-05-25 10:28:28.325515
542,1143,Auto,12632.43,Pending,Theft,TX,255,0,2026-05-25 10:28:28.325524
543,2245,Home,3278.29,Denied,Flood,ID,114,1,2026-05-25 10:28:28.325537
544,2044,Home,16530.76,Pending,Flood,ND,105,0,2026-05-25 10:28:28.325550
545,3990,Home,20563.45,Pending,Fire,FL,101,0,2026-05-25 10:28:28.325560
546,4465,Auto,34117.93,Denied,Flood,MA,235,1,2026-05-25 10:28:28.325569
547,3628,Life,2839.71,Denied,Flood,OK,212,1,2026-05-25 10:28:28.325579
548,3334,Life,45473.36,Approved,Flood,FM,115,0,2026-05-25 10:28:28.325588
549,2664,Life,2889.71,Approved,Flood,MO,235,0,2026-05-25 10:28:28.325598
550,1816,Home,16811.76,Denied,Fire,MH,189,1,2026-05-25 10:28:28.325608
551,1225,Life,4473.93,Denied,Fire,ME,171,1,2026-05-25 10:28:28.325618
552,3325,Life,19650.56,Pending,Fire,DC,104,1,2026-05-25 10:28:28.325628
553,3154,Home,26963.21,Pending,Fire,MD,254,0,2026-05-25 10:28:28.325637
554,2419,Life,42304.51,Approved,Fire,MH,156,0,2026-05-25 10:28:28.325647
555,1351,Life,1788.22,Pending,Flood,NE,218,0,2026-05-25 10:28:28.325656
556,2236,Life,45257.98,Pending,Fire,PR,127,0,2026-05-25 10:28:28.325666
557,2502,Auto,49598.7,Pending,Fire,TX,282,0,2026-05-25 10:28:28.325676
558,2760,Home,38918.84,Pending,Fire,FM,130,0,2026-05-25 10:28:28.325686
559,2335,Auto,16131.88,Approved,Theft,OR,224,0,2026-05-25 10:28:28.325695
560,2937,Auto,42066.12,Pending,Flood,IL,288,0,2026-05-25 10:28:28.325705
561,3234,Auto,19368.64,Pending,Flood,IA,149,1,2026-05-25 10:28:28.325714
562,4389,Home,45415.04,Approved,Fire,GA,282,1,2026-05-25 10:28:28.325725
563,3199,Life,31451.8,Approved,Fire,CA,211,1,2026-05-25 10:28:28.325737
564,3549,Home,2473.83,Denied,Theft,MT,149,0,2026-05-25 10:28:28.325748
565,4951,Auto,32773.65,Pending,Theft,MP,203,0,2026-05-25 10:28:28.325758
566,4590,Auto,26445.43,Denied,Fire,HI,156,0,2026-05-25 10:28:28.325768
567,1501,Life,1517.38,Denied,Theft,AL,103,1,2026-05-25 10:28:28.325777
568,1516,Life,3227.7,Pending,Flood,VA,116,0,2026-05-25 10:28:28.325787
569,2505,Home,13355.95,Denied,Fire,IN,296,0,2026-05-25 10:28:28.325797
570,2719,Auto,22811.36,Denied,Theft,IL,264,0,2026-05-25 10:28:28.325806
571,1358,Home,35234.64,Pending,Fire,CA,275,0,2026-05-25 10:28:28.325816
572,2047,Life,6866.61,Pending,Fire,PA,109,1,2026-05-25 10:28:28.325825
573,2690,Auto,29469.45,Approved,Accident,AR,191,1,2026-05-25 10:28:28.325835
574,3066,Home,32792.72,Pending,Theft,MI,165,1,2026-05-25 10:28:28.325845
575,3496,Auto,17103.49,Pending,Fire,KY,249,0,2026-05-25 10:28:28.325855
576,4366,Auto,39447.98,Denied,Flood,AS,155,1,2026-05-25 10:28:28.325864
577,3742,Auto,19293.91,Pending,Theft,MN,180,0,2026-05-25 10:28:28.325874
578,3978,Life,44681.25,Denied,Fire,IL,149,0,2026-05-25 10:28:28.325885
579,2326,Auto,45570.48,Denied,Theft,KY,258,0,2026-05-25 10:28:28.325894
580,3046,Life,37692.49,Approved,Accident,DC,193,0,2026-05-25 10:28:28.325904
581,2783,Auto,42608.33,Pending,Theft,FL,110,0,2026-05-25 10:28:28.325914
582,2631,Life,46093.02,Pending,Flood,NE,205,0,2026-05-25 10:28:28.325924
583,4418,Home,2282.66,Pending,Fire,ME,234,1,2026-05-25 10:28:28.325937
584,3564,Auto,42171.81,Denied,Theft,PR,171,0,2026-05-25 10:28:28.325951
585,2302,Life,3990.94,Denied,Theft,MT,207,1,2026-05-25 10:28:28.325963
586,3862,Auto,17216.14,Approved,Accident,CO,266,1,2026-05-25 10:28:28.325975
587,2704,Home,32860.37,Denied,Flood,NC,123,0,2026-05-25 10:28:28.325987
588,2132,Auto,27415.76,Denied,Flood,VA,230,1,2026-05-25 10:28:28.325999
589,4324,Auto,41727.79,Pending,Theft,WV,159,1,2026-05-25 10:28:28.326013
590,1961,Life,38216.11,Approved,Fire,TN,293,1,2026-05-25 10:28:28.326024
591,1253,Auto,2709.06,Approved,Theft,DC,138,0,2026-05-25 10:28:28.326034
592,4913,Home,10705.7,Approved,Flood,VT,232,0,2026-05-25 10:28:28.326044
593,3797,Home,46865.17,Denied,Flood,GU,161,0,2026-05-25 10:28:28.326054
594,4966,Life,14815.69,Pending,Theft,AR,263,0,2026-05-25 10:28:28.326064
595,4245,Auto,40138.6,Pending,Flood,MH,192,0,2026-05-25 10:28:28.326075
596,2087,Home,16740.2,Pending,Accident,PR,213,1,2026-05-25 10:28:28.326085
597,2224,Life,13812.29,Denied,Accident,VA,181,0,2026-05-25 10:28:28.326094
598,4195,Home,28436.83,Pending,Accident,MI,117,0,2026-05-25 10:28:28.326104
599,2741,Life,6815.35,Approved,Theft,MO,132,0,2026-05-25 10:28:28.326114
600,1478,Auto,39652.97,Pending,Theft,IN,254,1,2026-05-25 10:28:28.326123
601,3250,Auto,9840.71,Approved,Fire,AR,288,0,2026-05-25 10:28:28.326134
602,3780,Home,39075.63,Approved,Flood,TN,194,0,2026-05-25 10:28:28.326150
603,3935,Auto,18519.92,Pending,Theft,VT,251,1,2026-05-25 10:28:28.326160
604,4893,Home,6943.62,Denied,Fire,LA,216,0,2026-05-25 10:28:28.326170
605,4796,Life,26951.76,Denied,Accident,MI,275,0,2026-05-25 10:28:28.326179
606,3848,Home,35081.05,Approved,Accident,DE,114,0,2026-05-25 10:28:28.326189
607,3181,Home,6821.24,Approved,Theft,WA,146,0,2026-05-25 10:28:28.326200
608,2511,Auto,42556.36,Approved,Fire,TN,257,0,2026-05-25 10:28:28.326210
609,3460,Home,30529.8,Approved,Theft,KY,181,0,2026-05-25 10:28:28.326219
610,4160,Life,17030.96,Pending,Fire,LA,140,0,2026-05-25 10:28:28.326229
611,4676,Life,23144.97,Approved,Fire,KY,290,0,2026-05-25 10:28:28.326239
612,4372,Life,42109.13,Pending,Accident,KY,157,0,2026-05-25 10:28:28.326248
613,2253,Life,44034.48,Denied,Theft,LA,118,1,2026-05-25 10:28:28.326258
614,1040,Auto,48516.98,Denied,Fire,IA,278,0,2026-05-25 10:28:28.326268
615,4464,Auto,13493.9,Approved,Accident,CO,110,1,2026-05-25 10:28:28.326278
616,3058,Auto,44560.01,Approved,Accident,PW,211,0,2026-05-25 10:28:28.326288
617,3419,Home,19414.91,Pending,Accident,MH,246,0,2026-05-25 10:28:28.326298
618,1498,Home,35879.73,Pending,Flood,OK,129,0,2026-05-25 10:28:28.326308
619,4106,Home,30003.28,Denied,Theft,CO,170,0,2026-05-25 10:28:28.326317
620,4661,Auto,7055.07,Pending,Flood,DE,160,0,2026-05-25 10:28:28.326327
621,1357,Home,20373.32,Pending,Fire,UT,237,1,2026-05-25 10:28:28.326337
622,2442,Auto,5398.59,Approved,Fire,IN,276,0,2026-05-25 10:28:28.326350
623,4691,Life,18431.64,Denied,Flood,MT,258,0,2026-05-25 10:28:28.326360
624,3651,Life,49231.66,Pending,Flood,NY,126,0,2026-05-25 10:28:28.326372
625,1345,Home,11967.18,Pending,Accident,OH,159,0,2026-05-25 10:28:28.326382
626,1906,Home,7051.89,Pending,Accident,OH,146,0,2026-05-25 10:28:28.326393
627,4531,Life,12151.32,Pending,Accident,CO,240,0,2026-05-25 10:28:28.326402
