customer_id,total_claims,total_claim_amount,suspicious_claims,high_value_claims,risk_score,risk_level
3119,1,23529.27,0,0,2.352927,Low
3589,2,23501.730000000003,0,0,2.3501730000000003,Low
4805,1,23395.73,0,0,2.339573,Low
2079,1,23351.3,0,0,2.33513,Low
2482,1,23323.99,0,0,2.332399,Low
3146,1,23186.86,0,0,2.318686,Low
4676,1,23144.97,0,0,2.3144970000000002,Low
3402,1,22872.97,0,0,2.287297,Low
2023,1,22648.44,0,0,2.264844,Low
1388,1,22625.44,0,0,2.2625439999999997,Low
1476,1,22601.98,0,0,2.260198,Low
3680,1,22589.98,0,0,2.258998,Low
1053,1,22534.03,0,0,2.253403,Low
1101,1,22465.51,0,0,2.2465509999999997,Low
2573,1,22432.65,0,0,2.243265,Low
2601,1,22381.44,0,0,2.2381439999999997,Low
4945,1,22347.5,0,0,2.23475,Low
1852,1,22265.43,0,0,2.226543,Low
1394,1,22261.93,0,0,2.226193,Low
1944,1,22212.98,0,0,2.221298,Low
4242,1,22120.21,0,0,2.212021,Low
4911,1,22036.89,0,0,2.203689,Low
3587,1,21961.59,0,0,2.196159,Low
2910,1,21927.82,0,0,2.192782,Low
3960,1,21884.46,0,0,2.188446,Low
4031,1,21824.94,0,0,2.1824939999999997,Low
1601,1,21778.4,0,0,2.17784,Low
1682,1,21533.22,0,0,2.153322,Low
4070,1,21502.27,0,0,2.150227,Low
2440,1,21461.76,0,0,2.1461759999999996,Low
4004,1,21459.58,0,0,2.1459580000000003,Low
1858,1,21405.32,0,0,2.140532,Low
2743,1,21360.7,0,0,2.13607,Low
4401,1,21184.58,0,0,2.1184580000000004,Low
2914,1,21174.24,0,0,2.117424,Low
4345,1,21017.97,0,0,2.101797,Low
3609,1,20852.5,0,0,2.08525,Low
4373,1,20718.17,0,0,2.071817,Low
3659,1,20717.83,0,0,2.0717830000000004,Low
4953,1,20693.37,0,0,2.069337,Low
1845,1,20619.99,0,0,2.061999,Low
2851,1,20610.23,0,0,2.061023,Low
1942,1,20600.0,0,0,2.06,Low
3990,1,20563.45,0,0,2.056345,Low
2807,1,20553.34,0,0,2.055334,Low
2417,1,20517.62,0,0,2.051762,Low
4034,1,20472.81,0,0,2.0472810000000004,Low
3049,1,20342.09,0,0,2.034209,Low
3929,1,20188.78,0,0,2.018878,Low
3288,1,20184.23,0,0,2.018423,Low
2133,1,19991.54,0,0,1.999154,Low
1819,1,19929.88,0,0,1.9929880000000002,Low
3779,1,19905.22,0,0,1.9905220000000001,Low
2710,1,19879.95,0,0,1.9879950000000002,Low
3732,1,19480.82,0,0,1.9480819999999999,Low
2769,1,19427.45,0,0,1.9427450000000002,Low
3419,1,19414.91,0,0,1.941491,Low
3742,1,19293.91,0,0,1.929391,Low
4786,1,19241.41,0,0,1.9241409999999999,Low
3262,1,19205.73,0,0,1.9205729999999999,Low
4559,1,19155.08,0,0,1.9155080000000002,Low
4839,1,19086.92,0,0,1.9086919999999998,Low
2824,1,19032.59,0,0,1.903259,Low
1400,1,18972.04,0,0,1.8972040000000001,Low
2728,1,18944.05,0,0,1.894405,Low
3131,1,18838.26,0,0,1.8838259999999998,Low
1596,1,18718.08,0,0,1.8718080000000001,Low
3394,1,18638.39,0,0,1.863839,Low
4937,1,18552.78,0,0,1.855278,Low
3793,1,18533.53,0,0,1.8533529999999998,Low
2464,1,18508.05,0,0,1.850805,Low
2610,1,18496.64,0,0,1.849664,Low
3160,1,18487.5,0,0,1.84875,Low
4691,1,18431.64,0,0,1.843164,Low
3761,1,18406.99,0,0,1.840699,Low
4386,1,18125.82,0,0,1.812582,Low
3699,1,18025.9,0,0,1.8025900000000001,Low
1345,2,17978.77,0,0,1.797877,Low
3631,1,17927.85,0,0,1.7927849999999999,Low
2229,2,17871.93,0,0,1.787193,Low
2616,1,17786.94,0,0,1.7786939999999998,Low
4827,1,17781.04,0,0,1.7781040000000001,Low
1002,1,17765.27,0,0,1.776527,Low
4719,1,17737.25,0,0,1.773725,Low
4508,1,17700.2,0,0,1.7700200000000001,Low
1403,1,17640.05,0,0,1.7640049999999998,Low
2782,1,17352.4,0,0,1.7352400000000001,Low
1123,1,17339.73,0,0,1.733973,Low
3400,1,17274.31,0,0,1.7274310000000002,Low
1134,1,17264.51,0,0,1.7264509999999997,Low
1084,1,17234.35,0,0,1.7234349999999998,Low
4343,1,17071.24,0,0,1.707124,Low
4160,1,17030.96,0,0,1.703096,Low
3022,1,16840.72,0,0,1.684072,Low
1631,1,16822.14,0,0,1.6822139999999999,Low
3344,1,16699.01,0,0,1.6699009999999999,Low
2044,1,16530.76,0,0,1.6530759999999998,Low
1237,1,16452.05,0,0,1.645205,Low
2908,1,16400.36,0,0,1.640036,Low
2641,1,16346.35,0,0,1.634635,Low
4577,1,16296.79,0,0,1.629679,Low
3581,1,16273.64,0,0,1.627364,Low
2335,1,16131.88,0,0,1.6131879999999998,Low
4424,1,16078.82,0,0,1.607882,Low
4940,1,16049.79,0,0,1.6049790000000002,Low
2144,1,15967.41,0,0,1.596741,Low
1313,1,15849.49,0,0,1.584949,Low
2017,1,15805.1,0,0,1.58051,Low
3415,1,15801.8,0,0,1.58018,Low
4851,1,15583.73,0,0,1.558373,Low
1656,1,15385.25,0,0,1.538525,Low
1873,1,15363.24,0,0,1.536324,Low
3746,1,15337.29,0,0,1.5337290000000001,Low
4777,1,15248.2,0,0,1.52482,Low
1864,1,15233.86,0,0,1.5233860000000001,Low
2899,1,15123.45,0,0,1.512345,Low
3802,1,15095.12,0,0,1.5095120000000002,Low
2421,1,14992.55,0,0,1.499255,Low
2447,1,14991.38,0,0,1.4991379999999999,Low
1417,1,14972.07,0,0,1.497207,Low
2172,1,14631.64,0,0,1.463164,Low
2095,1,14619.83,0,0,1.461983,Low
2448,1,14406.02,0,0,1.440602,Low
1861,1,14309.15,0,0,1.430915,Low
3921,1,14279.07,0,0,1.427907,Low
2913,1,14127.85,0,0,1.412785,Low
4151,1,13878.84,0,0,1.3878840000000001,Low
2224,1,13812.29,0,0,1.381229,Low
1382,2,13775.66,0,0,1.377566,Low
2085,1,13667.74,0,0,1.366774,Low
1814,1,13521.7,0,0,1.35217,Low
3366,1,13103.29,0,0,1.310329,Low
1133,1,13049.42,0,0,1.304942,Low
2529,2,12873.08,0,0,1.287308,Low
4760,1,12833.38,0,0,1.2833379999999999,Low
2684,1,12796.94,0,0,1.279694,Low
1000,1,12773.87,0,0,1.277387,Low
2407,1,12764.64,0,0,1.276464,Low
4342,1,12720.59,0,0,1.272059,Low
1143,1,12632.43,0,0,1.2632430000000001,Low
3992,1,12522.95,0,0,1.2522950000000002,Low
1103,1,12405.4,0,0,1.24054,Low
1193,1,12388.23,0,0,1.238823,Low
4531,1,12151.32,0,0,1.2151319999999999,Low
2750,1,12110.93,0,0,1.211093,Low
2331,1,11978.6,0,0,1.1978600000000001,Low
2134,1,11742.04,0,0,1.174204,Low
1675,1,11612.06,0,0,1.161206,Low
4801,1,11558.72,0,0,1.155872,Low
4973,1,11507.2,0,0,1.15072,Low
3913,1,11455.34,0,0,1.145534,Low
3189,1,11442.52,0,0,1.144252,Low
3705,1,11210.68,0,0,1.121068,Low
2939,1,11084.48,0,0,1.1084479999999999,Low
4002,1,11082.89,0,0,1.1082889999999999,Low
1051,1,11058.25,0,0,1.105825,Low
1010,1,11056.57,0,0,1.105657,Low
3434,1,10885.65,0,0,1.088565,Low
4913,1,10705.7,0,0,1.07057,Low
3359,1,10624.62,0,0,1.062462,Low
2619,1,10537.51,0,0,1.053751,Low
3569,1,10525.84,0,0,1.052584,Low
4073,1,10470.56,0,0,1.047056,Low
3572,1,10457.48,0,0,1.045748,Low
4739,1,10329.88,0,0,1.032988,Low
3387,1,10261.01,0,0,1.026101,Low
4816,1,10169.17,0,0,1.016917,Low
1290,1,9925.26,0,0,0.992526,Low
1158,1,9870.53,0,0,0.9870530000000001,Low
4832,1,9826.74,0,0,0.9826739999999999,Low
1929,1,9682.3,0,0,0.9682299999999999,Low
4778,1,9464.93,0,0,0.946493,Low
3655,1,9080.25,0,0,0.908025,Low
1081,1,9079.75,0,0,0.907975,Low
3723,1,9052.12,0,0,0.9052120000000001,Low
4163,1,8988.39,0,0,0.8988389999999999,Low
4710,1,8945.62,0,0,0.8945620000000001,Low
2290,1,8790.03,0,0,0.8790030000000001,Low
2722,1,8745.43,0,0,0.8745430000000001,Low
2339,1,8579.18,0,0,0.8579180000000001,Low
4765,1,8568.89,0,0,0.8568889999999999,Low
4537,1,8467.26,0,0,0.846726,Low
2540,1,8452.93,0,0,0.8452930000000001,Low
3122,1,8384.47,0,0,0.8384469999999999,Low
2338,1,8260.97,0,0,0.826097,Low
1842,1,8003.97,0,0,0.800397,Low
1600,1,7898.51,0,0,0.789851,Low
4375,1,7896.98,0,0,0.789698,Low
4854,1,7823.66,0,0,0.782366,Low
1386,1,7724.47,0,0,0.772447,Low
4121,1,7392.69,0,0,0.739269,Low
2271,1,7288.7,0,0,0.72887,Low
4300,1,7241.31,0,0,0.7241310000000001,Low
4661,1,7055.07,0,0,0.705507,Low
1906,1,7051.89,0,0,0.7051890000000001,Low
3272,1,7017.88,0,0,0.701788,Low
2643,1,6946.4,0,0,0.6946399999999999,Low
4893,1,6943.62,0,0,0.694362,Low
1423,1,6845.79,0,0,0.684579,Low
1338,1,6825.2,0,0,0.68252,Low
3181,1,6821.24,0,0,0.682124,Low
2741,1,6815.35,0,0,0.681535,Low
1244,1,6713.26,0,0,0.671326,Low
1428,1,6536.65,0,0,0.6536649999999999,Low
2397,1,6439.0,0,0,0.6439,Low
2957,1,6355.6,0,0,0.63556,Low
3035,1,6099.98,0,0,0.6099979999999999,Low
3767,1,6088.77,0,0,0.608877,Low
1043,1,6025.2,0,0,0.60252,Low
4855,1,5850.0,0,0,0.585,Low
2067,1,5822.34,0,0,0.582234,Low
2850,1,5820.08,0,0,0.582008,Low
1708,1,5808.42,0,0,0.580842,Low
4504,1,5765.41,0,0,0.576541,Low
2813,1,5763.37,0,0,0.576337,Low
1734,1,5738.8,0,0,0.5738800000000001,Low
1025,1,5663.21,0,0,0.566321,Low
3233,1,5608.38,0,0,0.5608380000000001,Low
4093,1,5584.76,0,0,0.558476,Low
2442,1,5398.59,0,0,0.539859,Low
1973,1,5334.78,0,0,0.533478,Low
4495,1,5304.57,0,0,0.530457,Low
4800,1,5067.58,0,0,0.506758,Low
1879,1,4970.77,0,0,0.49707700000000005,Low
2441,1,4883.88,0,0,0.488388,Low
3478,1,4880.6,0,0,0.48806000000000005,Low
2803,1,4780.09,0,0,0.478009,Low
4788,1,4737.87,0,0,0.473787,Low
4053,1,4551.09,0,0,0.45510900000000004,Low
4381,1,4453.19,0,0,0.44531899999999996,Low
3667,1,4409.98,0,0,0.44099799999999995,Low
4099,1,4362.44,0,0,0.43624399999999997,Low
1572,1,4345.93,0,0,0.434593,Low
1744,1,4340.8,0,0,0.43408,Low
1713,1,4252.45,0,0,0.425245,Low
1535,1,4250.84,0,0,0.425084,Low
2101,1,4236.47,0,0,0.42364700000000005,Low
4071,1,4228.31,0,0,0.422831,Low
3392,1,4226.73,0,0,0.42267299999999997,Low
2559,1,4192.21,0,0,0.419221,Low
2168,1,4169.26,0,0,0.416926,Low
2154,1,4129.71,0,0,0.412971,Low
2470,1,3703.11,0,0,0.370311,Low
4129,1,3644.37,0,0,0.364437,Low
3825,1,3579.78,0,0,0.357978,Low
2655,1,3503.67,0,0,0.350367,Low
3813,1,3475.08,0,0,0.347508,Low
4564,1,3243.79,0,0,0.324379,Low
1516,1,3227.7,0,0,0.32277,Low
2380,1,3189.12,0,0,0.318912,Low
1688,1,3108.97,0,0,0.310897,Low
2269,1,3047.74,0,0,0.304774,Low
3946,1,2929.97,0,0,0.292997,Low
2216,1,2882.52,0,0,0.288252,Low
4784,1,2849.13,0,0,0.284913,Low
3868,1,2821.22,0,0,0.282122,Low
3695,1,2768.21,0,0,0.276821,Low
1253,1,2709.06,0,0,0.270906,Low
4425,1,2689.68,0,0,0.268968,Low
3892,1,2684.29,0,0,0.268429,Low
3549,1,2473.83,0,0,0.247383,Low
2404,1,2307.73,0,0,0.230773,Low
4729,1,2248.63,0,0,0.224863,Low
1604,1,2167.45,0,0,0.216745,Low
4662,1,1827.51,0,0,0.182751,Low
1351,1,1788.22,0,0,0.178822,Low
2187,1,1508.94,0,0,0.150894,Low
1984,1,1418.7,0,0,0.14187,Low
1238,1,1191.21,0,0,0.119121,Low
3069,1,1177.44,0,0,0.117744,Low
4298,1,1051.2,0,0,0.10512,Low
2918,1,1011.54,0,0,0.101154,Low
3158,1,1006.94,0,0,0.100694,Low
