claim_id,customer_id,policy_type,claim_amount,claim_status,incident_type,state,adjuster_id,fraud_flag,claim_date,high_value_claim,high_risk_incident,suspicious_claim,claim_severity
259,3680,Home,22589.98,Approved,Theft,PA,198,0,2026-05-25 10:28:28.322615,False,True,False,High
260,4158,Auto,11781.15,Denied,Theft,NE,264,1,2026-05-25 10:28:28.322625,False,True,True,Medium
261,4282,Life,34576.24,Denied,Accident,AZ,263,0,2026-05-25 10:28:28.322634,True,False,False,High
262,1888,Life,31369.09,Pending,Theft,MO,151,0,2026-05-25 10:28:28.322648,True,True,True,High
263,4759,Home,25905.51,Denied,Fire,OK,128,0,2026-05-25 10:28:28.322658,False,True,False,High
264,2118,Life,23831.47,Approved,Flood,CO,284,0,2026-05-25 10:28:28.322668,False,False,False,High
265,4905,Auto,36550.76,Denied,Flood,MT,153,0,2026-05-25 10:28:28.322678,True,False,False,High
266,4617,Home,16325.35,Denied,Accident,KS,212,1,2026-05-25 10:28:28.322691,False,False,True,Medium
267,4154,Auto,35747.75,Denied,Fire,HI,128,0,2026-05-25 10:28:28.322702,True,True,True,High
268,3613,Home,34078.57,Pending,Flood,KY,178,0,2026-05-25 10:28:28.322712,True,False,False,High
269,2260,Life,42025.0,Denied,Flood,ND,188,0,2026-05-25 10:28:28.322725,True,False,False,Critical
270,2846,Life,7359.4,Pending,Flood,MA,242,1,2026-05-25 10:28:28.322736,False,False,True,Medium
271,2154,Auto,4129.71,Pending,Flood,MT,268,0,2026-05-25 10:28:28.322749,False,False,False,Medium
272,3285,Auto,7680.72,Denied,Theft,MT,144,1,2026-05-25 10:28:28.322760,False,True,True,Medium
273,3794,Life,42041.12,Denied,Accident,TX,186,0,2026-05-25 10:28:28.322769,True,False,False,Critical
274,2782,Auto,17352.4,Pending,Flood,LA,263,0,2026-05-25 10:28:28.322779,False,False,False,Medium
275,3679,Auto,48227.6,Denied,Fire,OH,143,1,2026-05-25 10:28:28.322789,True,True,True,Critical
276,3409,Life,49123.93,Denied,Accident,VT,186,0,2026-05-25 10:28:28.322799,True,False,False,Critical
277,3701,Home,28746.73,Approved,Theft,DC,240,0,2026-05-25 10:28:28.322809,False,True,False,High
278,4139,Life,35745.88,Approved,Theft,SC,184,0,2026-05-25 10:28:28.322819,True,True,True,High
279,1331,Life,30488.21,Denied,Theft,ME,232,0,2026-05-25 10:28:28.322830,True,True,True,High
280,2660,Auto,20779.73,Denied,Theft,CA,228,0,2026-05-25 10:28:28.322840,False,True,False,High
281,1248,Life,47034.82,Approved,Flood,MS,282,0,2026-05-25 10:28:28.322850,True,False,False,Critical
282,2419,Home,38998.54,Pending,Accident,IL,105,0,2026-05-25 10:28:28.322859,True,False,False,High
283,1897,Auto,15248.18,Pending,Fire,TN,124,1,2026-05-25 10:28:28.322869,False,True,True,Medium
284,3194,Life,47996.33,Denied,Accident,VA,115,0,2026-05-25 10:28:28.322879,True,False,False,Critical
285,4820,Home,27446.55,Denied,Theft,ID,164,0,2026-05-25 10:28:28.322890,False,True,False,High
286,4344,Auto,25170.57,Denied,Fire,SC,139,0,2026-05-25 10:28:28.322900,False,True,False,High
287,2201,Life,24359.13,Denied,Theft,HI,300,0,2026-05-25 10:28:28.322909,False,True,False,High
288,1606,Life,29704.24,Pending,Accident,MH,102,0,2026-05-25 10:28:28.322919,False,False,False,High
289,3527,Life,40260.46,Approved,Flood,AS,232,0,2026-05-25 10:28:28.322929,True,False,False,Critical
290,2269,Life,3047.74,Approved,Fire,IL,233,0,2026-05-25 10:28:28.322942,False,True,False,Medium
291,4425,Life,2689.68,Denied,Fire,MN,184,0,2026-05-25 10:28:28.322952,False,True,False,Medium
292,3262,Home,19205.73,Approved,Accident,KS,138,0,2026-05-25 10:28:28.322962,False,False,False,Medium
293,1490,Auto,47721.59,Denied,Accident,DE,109,0,2026-05-25 10:28:28.322971,True,False,False,Critical
294,2584,Life,4804.52,Approved,Fire,ME,164,1,2026-05-25 10:28:28.322981,False,True,True,Medium
295,4229,Home,36537.66,Pending,Accident,KS,181,0,2026-05-25 10:28:28.322991,True,False,False,High
296,2556,Auto,44095.4,Pending,Fire,DE,202,0,2026-05-25 10:28:28.323001,True,True,True,Critical
297,4655,Auto,38544.11,Denied,Fire,WV,164,0,2026-05-25 10:28:28.323010,True,True,True,High
298,4688,Auto,40123.58,Approved,Theft,OR,124,0,2026-05-25 10:28:28.323020,True,True,True,Critical
299,3840,Home,40052.9,Denied,Accident,VI,118,0,2026-05-25 10:28:28.323030,True,False,False,Critical
300,2850,Home,5820.08,Approved,Flood,MD,180,0,2026-05-25 10:28:28.323039,False,False,False,Medium
301,4713,Home,34299.23,Approved,Fire,VA,153,0,2026-05-25 10:28:28.323049,True,True,True,High
302,4649,Home,49366.3,Pending,Theft,IN,198,0,2026-05-25 10:28:28.323059,True,True,True,Critical
303,1238,Auto,1191.21,Approved,Accident,SC,253,0,2026-05-25 10:28:28.323069,False,False,False,Medium
304,3641,Home,6550.12,Pending,Fire,MD,266,1,2026-05-25 10:28:28.323078,False,True,True,Medium
305,3045,Life,47810.57,Approved,Accident,TX,121,0,2026-05-25 10:28:28.323088,True,False,False,Critical
306,4413,Life,48586.95,Approved,Fire,NJ,178,1,2026-05-25 10:28:28.323097,True,True,True,Critical
307,3589,Home,4507.85,Pending,Flood,HI,257,0,2026-05-25 10:28:28.323110,False,False,False,Medium
308,4219,Auto,32681.02,Denied,Flood,IA,114,0,2026-05-25 10:28:28.323121,True,False,False,High
309,3904,Home,26776.6,Denied,Accident,NY,201,0,2026-05-25 10:28:28.323131,False,False,False,High
310,4423,Life,48099.24,Approved,Accident,OR,228,0,2026-05-25 10:28:28.323145,True,False,False,Critical
311,4608,Home,1838.13,Approved,Flood,MT,221,0,2026-05-25 10:28:28.323155,False,False,False,Medium
312,4805,Life,23395.73,Pending,Fire,NC,269,0,2026-05-25 10:28:28.323165,False,True,False,High
313,3286,Life,44918.94,Pending,Fire,NM,298,1,2026-05-25 10:28:28.323175,True,True,True,Critical
314,1868,Life,4407.6,Approved,Fire,MA,247,1,2026-05-25 10:28:28.323185,False,True,True,Medium
315,2191,Auto,13796.17,Pending,Flood,DE,114,0,2026-05-25 10:28:28.323196,False,False,False,Medium
316,3007,Auto,33135.84,Approved,Accident,WA,169,0,2026-05-25 10:28:28.323205,True,False,False,High
317,1882,Auto,31049.88,Pending,Theft,NC,203,0,2026-05-25 10:28:28.323215,True,True,True,High
318,2540,Life,8452.93,Denied,Accident,MO,164,0,2026-05-25 10:28:28.323225,False,False,False,Medium
319,1485,Life,7620.7,Denied,Flood,CA,109,1,2026-05-25 10:28:28.323235,False,False,True,Medium
320,2176,Home,26475.73,Approved,Accident,VT,296,0,2026-05-25 10:28:28.323245,False,False,False,High
321,3705,Auto,11210.68,Pending,Fire,VT,114,0,2026-05-25 10:28:28.323255,False,True,False,Medium
322,1500,Auto,37055.95,Approved,Flood,IN,260,0,2026-05-25 10:28:28.323264,True,False,False,High
323,3938,Auto,27691.69,Denied,Theft,VT,208,1,2026-05-25 10:28:28.323274,False,True,True,High
324,1188,Home,32048.53,Pending,Flood,MO,267,0,2026-05-25 10:28:28.323284,True,False,False,High
325,3569,Home,10525.84,Approved,Flood,MS,295,0,2026-05-25 10:28:28.323294,False,False,False,Medium
326,2482,Home,23323.99,Approved,Fire,IA,140,0,2026-05-25 10:28:28.323304,False,True,False,High
327,1377,Life,10936.57,Denied,Fire,GU,136,1,2026-05-25 10:28:28.323314,False,True,True,Medium
328,3946,Auto,2929.97,Pending,Fire,MH,123,0,2026-05-25 10:28:28.323324,False,True,False,Medium
329,3022,Home,16840.72,Denied,Flood,NE,241,0,2026-05-25 10:28:28.323338,False,False,False,Medium
330,2660,Auto,20415.0,Approved,Theft,PA,216,0,2026-05-25 10:28:28.323349,False,True,False,High
331,2512,Auto,27512.47,Approved,Accident,ID,141,0,2026-05-25 10:28:28.323359,False,False,False,High
332,1754,Home,34053.47,Denied,Accident,AL,168,1,2026-05-25 10:28:28.323369,True,False,True,High
333,4788,Home,4737.87,Pending,Fire,TX,225,0,2026-05-25 10:28:28.323379,False,True,False,Medium
334,1897,Life,17505.05,Denied,Theft,RI,140,0,2026-05-25 10:28:28.323391,False,True,False,Medium
335,1744,Home,4340.8,Pending,Fire,NJ,185,0,2026-05-25 10:28:28.323402,False,True,False,Medium
336,1748,Auto,12912.02,Approved,Accident,AZ,217,1,2026-05-25 10:28:28.323411,False,False,True,Medium
337,1615,Home,36899.11,Approved,Theft,MP,223,0,2026-05-25 10:28:28.323421,True,True,True,High
338,4461,Auto,37335.52,Denied,Flood,GA,133,0,2026-05-25 10:28:28.323430,True,False,False,High
339,3825,Home,3579.78,Pending,Flood,DE,250,0,2026-05-25 10:28:28.323440,False,False,False,Medium
340,1278,Auto,29502.31,Pending,Accident,FL,228,1,2026-05-25 10:28:28.323450,False,False,True,High
341,1553,Life,49498.01,Pending,Fire,OR,125,0,2026-05-25 10:28:28.323460,True,True,True,Critical
342,4386,Auto,18125.82,Approved,Accident,RI,295,0,2026-05-25 10:28:28.323469,False,False,False,Medium
343,3915,Auto,36454.49,Denied,Flood,VT,286,0,2026-05-25 10:28:28.323480,True,False,False,High
344,3512,Life,26359.12,Approved,Fire,AK,149,0,2026-05-25 10:28:28.323489,False,True,False,High
345,4007,Life,29915.6,Pending,Accident,MO,273,0,2026-05-25 10:28:28.323499,False,False,False,High
346,1077,Home,24691.83,Denied,Accident,AR,108,0,2026-05-25 10:28:28.323513,False,False,False,High
347,1388,Life,22625.44,Pending,Flood,IL,171,0,2026-05-25 10:28:28.323525,False,False,False,High
348,3795,Home,20554.81,Denied,Fire,TN,103,1,2026-05-25 10:28:28.323537,False,True,True,High
349,1456,Life,28721.56,Pending,Flood,WY,282,0,2026-05-25 10:28:28.323553,False,False,False,High
350,2738,Auto,24766.54,Denied,Flood,IL,276,0,2026-05-25 10:28:28.323563,False,False,False,High
351,1127,Home,4715.36,Pending,Theft,GA,269,0,2026-05-25 10:28:28.323573,False,True,False,Medium
352,2858,Auto,27701.49,Pending,Fire,MS,273,1,2026-05-25 10:28:28.323583,False,True,True,High
353,4239,Auto,35668.68,Denied,Accident,MD,251,0,2026-05-25 10:28:28.323592,True,False,False,High
354,1355,Home,24473.78,Approved,Theft,IN,299,1,2026-05-25 10:28:28.323603,False,True,True,High
355,2542,Home,7168.29,Denied,Flood,VT,188,1,2026-05-25 10:28:28.323613,False,False,True,Medium
356,1889,Life,8112.74,Denied,Flood,VA,145,1,2026-05-25 10:28:28.323623,False,False,True,Medium
357,4737,Auto,38435.85,Pending,Flood,VI,128,0,2026-05-25 10:28:28.323633,True,False,False,High
358,3078,Auto,33039.46,Pending,Flood,VA,227,0,2026-05-25 10:28:28.323642,True,False,False,High
359,3352,Auto,33354.24,Denied,Fire,MI,106,0,2026-05-25 10:28:28.323652,True,True,True,High
360,4924,Home,42778.97,Approved,Flood,OH,112,0,2026-05-25 10:28:28.323662,True,False,False,Critical
361,2581,Life,37575.46,Approved,Accident,CO,256,1,2026-05-25 10:28:28.323672,True,False,True,High
362,1203,Home,31697.03,Pending,Fire,MT,226,1,2026-05-25 10:28:28.323682,True,True,True,High
363,4796,Auto,5503.92,Pending,Theft,DE,105,0,2026-05-25 10:28:28.323691,False,True,False,Medium
364,1805,Auto,28370.64,Denied,Accident,WI,119,0,2026-05-25 10:28:28.323701,False,False,False,High
365,2397,Home,6439.0,Denied,Accident,CA,129,0,2026-05-25 10:28:28.323711,False,False,False,Medium
366,1948,Home,10656.35,Pending,Flood,IN,169,0,2026-05-25 10:28:28.323721,False,False,False,Medium
367,3960,Auto,21884.46,Pending,Theft,NC,189,0,2026-05-25 10:28:28.323730,False,True,False,High
368,3702,Life,28023.39,Pending,Fire,OK,119,1,2026-05-25 10:28:28.323743,False,True,True,High
369,3528,Life,37045.96,Pending,Accident,ME,221,1,2026-05-25 10:28:28.323753,True,False,True,High
370,1497,Auto,29414.55,Approved,Flood,ID,250,1,2026-05-25 10:28:28.323763,False,False,True,High
371,4696,Home,23863.99,Pending,Accident,SC,228,1,2026-05-25 10:28:28.323773,False,False,True,High
372,3642,Auto,23669.53,Pending,Theft,VA,273,1,2026-05-25 10:28:28.323783,False,True,True,High
373,3553,Life,44950.05,Pending,Theft,NJ,243,1,2026-05-25 10:28:28.323792,True,True,True,Critical
374,2617,Home,6503.8,Pending,Theft,VA,200,1,2026-05-25 10:28:28.323802,False,True,True,Medium
375,1612,Life,30320.87,Approved,Fire,FM,180,0,2026-05-25 10:28:28.323812,True,True,True,High
376,1947,Auto,37710.75,Pending,Accident,OK,177,1,2026-05-25 10:28:28.323821,True,False,True,High
377,4383,Home,45977.07,Denied,Fire,KY,179,1,2026-05-25 10:28:28.323831,True,True,True,Critical
378,4478,Home,30994.85,Pending,Flood,GA,275,0,2026-05-25 10:28:28.323841,True,False,False,High
379,1502,Auto,42525.2,Pending,Flood,GU,167,0,2026-05-25 10:28:28.323850,True,False,False,Critical
380,4242,Home,22120.21,Approved,Fire,WY,117,0,2026-05-25 10:28:28.323860,False,True,False,High
381,3212,Life,45946.93,Pending,Fire,AR,202,1,2026-05-25 10:28:28.323870,True,True,True,Critical
382,1682,Home,21533.22,Approved,Theft,WI,101,0,2026-05-25 10:28:28.323880,False,True,False,High
383,1624,Home,28802.22,Approved,Accident,PA,214,1,2026-05-25 10:28:28.323890,False,False,True,High
384,2229,Auto,1053.78,Pending,Accident,PA,276,0,2026-05-25 10:28:28.323900,False,False,False,Medium
385,1938,Home,26651.86,Approved,Accident,SD,256,0,2026-05-25 10:28:28.323910,False,False,False,High
386,1002,Life,17765.27,Denied,Flood,NJ,229,0,2026-05-25 10:28:28.323922,False,False,False,Medium
387,3920,Life,21777.52,Denied,Flood,AZ,153,0,2026-05-25 10:28:28.323933,False,False,False,High
388,2417,Home,20517.62,Denied,Fire,NC,275,0,2026-05-25 10:28:28.323946,False,True,False,High
389,1938,Auto,25835.96,Approved,Theft,KS,219,0,2026-05-25 10:28:28.323956,False,True,False,High
390,3746,Home,15337.29,Pending,Theft,MD,108,0,2026-05-25 10:28:28.323966,False,True,False,Medium
391,2195,Auto,34811.28,Approved,Theft,GU,290,0,2026-05-25 10:28:28.323976,True,True,True,High
392,2643,Home,6946.4,Approved,Accident,WI,128,0,2026-05-25 10:28:28.323986,False,False,False,Medium
393,4407,Life,9327.28,Approved,Accident,HI,300,1,2026-05-25 10:28:28.323996,False,False,True,Medium
394,3732,Life,19480.82,Denied,Theft,NJ,285,0,2026-05-25 10:28:28.324006,False,True,False,Medium
395,4463,Home,43465.55,Pending,Accident,WV,234,0,2026-05-25 10:28:28.324015,True,False,False,Critical
396,2114,Life,33815.92,Denied,Accident,IN,102,1,2026-05-25 10:28:28.324029,True,False,True,High
397,1347,Home,26941.47,Denied,Flood,MP,252,0,2026-05-25 10:28:28.324039,False,False,False,High
398,2803,Auto,4780.09,Pending,Accident,GU,299,0,2026-05-25 10:28:28.324049,False,False,False,Medium
399,3318,Life,33916.21,Approved,Flood,VT,182,0,2026-05-25 10:28:28.324058,True,False,False,High
400,1267,Life,42604.96,Approved,Fire,NV,196,0,2026-05-25 10:28:28.324068,True,True,True,Critical
401,4674,Home,10106.92,Approved,Flood,ME,245,0,2026-05-25 10:28:28.324078,False,False,False,Medium
402,4250,Life,31770.3,Denied,Fire,MP,290,0,2026-05-25 10:28:28.324089,True,True,True,High
403,3204,Home,22923.76,Pending,Theft,PR,239,1,2026-05-25 10:28:28.324100,False,True,True,High
404,3724,Life,8577.24,Denied,Accident,RI,287,1,2026-05-25 10:28:28.324110,False,False,True,Medium
405,4570,Life,29898.96,Denied,Accident,FL,269,0,2026-05-25 10:28:28.324119,False,False,False,High
406,2080,Life,42118.96,Approved,Flood,TX,159,0,2026-05-25 10:28:28.324129,True,False,False,Critical
407,2043,Life,29350.72,Pending,Fire,DC,234,0,2026-05-25 10:28:28.324141,False,True,False,High
408,1163,Life,4818.92,Approved,Flood,HI,188,1,2026-05-25 10:28:28.324151,False,False,True,Medium
409,2394,Life,46195.63,Pending,Accident,MN,104,0,2026-05-25 10:28:28.324161,True,False,False,Critical
410,2631,Auto,1661.65,Denied,Theft,WA,130,0,2026-05-25 10:28:28.324171,False,True,False,Medium
411,3390,Home,12703.78,Denied,Flood,IL,143,1,2026-05-25 10:28:28.324181,False,False,True,Medium
412,2910,Home,21927.82,Approved,Accident,NY,168,0,2026-05-25 10:28:28.324191,False,False,False,High
413,1049,Home,42748.71,Pending,Accident,MO,224,0,2026-05-25 10:28:28.324200,True,False,False,Critical
414,4953,Home,20693.37,Pending,Accident,AK,160,0,2026-05-25 10:28:28.324210,False,False,False,High
415,2838,Home,37978.93,Approved,Flood,MI,224,0,2026-05-25 10:28:28.324220,True,False,False,High
416,3757,Auto,36283.52,Denied,Accident,AS,239,0,2026-05-25 10:28:28.324230,True,False,False,High
417,1386,Home,7724.47,Approved,Accident,IL,167,0,2026-05-25 10:28:28.324239,False,False,False,Medium
418,3813,Auto,3475.08,Approved,Accident,DE,246,0,2026-05-25 10:28:28.324249,False,False,False,Medium
419,2422,Life,31554.99,Approved,Fire,SD,134,1,2026-05-25 10:28:28.324259,True,True,True,High
420,1293,Auto,36083.32,Pending,Theft,AK,289,0,2026-05-25 10:28:28.324269,True,True,True,High
421,1421,Auto,43998.43,Approved,Fire,SD,101,1,2026-05-25 10:28:28.324278,True,True,True,Critical
422,1364,Life,45899.83,Pending,Theft,NJ,161,1,2026-05-25 10:28:28.324288,True,True,True,Critical
423,4700,Home,28824.92,Denied,Accident,WA,146,0,2026-05-25 10:28:28.324298,False,False,False,High
424,4426,Auto,10140.49,Denied,Theft,MO,224,1,2026-05-25 10:28:28.324307,False,True,True,Medium
425,1786,Life,37212.5,Pending,Theft,DC,218,0,2026-05-25 10:28:28.324332,True,True,True,High
426,2172,Auto,14631.64,Pending,Fire,NM,293,0,2026-05-25 10:28:28.324342,False,True,False,Medium
427,2144,Life,15967.41,Approved,Theft,KS,187,0,2026-05-25 10:28:28.324355,False,True,False,Medium
428,4200,Life,1869.74,Approved,Accident,ME,156,1,2026-05-25 10:28:28.324365,False,False,True,Medium
429,4118,Life,37968.19,Denied,Fire,RI,102,0,2026-05-25 10:28:28.324375,True,True,True,High
430,1144,Auto,34318.67,Denied,Fire,ID,251,0,2026-05-25 10:28:28.324385,True,True,True,High
431,3794,Life,14876.1,Approved,Flood,DC,185,1,2026-05-25 10:28:28.324394,False,False,True,Medium
432,3767,Life,6088.77,Approved,Accident,MS,229,0,2026-05-25 10:28:28.324408,False,False,False,Medium
433,1708,Life,5808.42,Denied,Fire,DE,144,0,2026-05-25 10:28:28.324418,False,True,False,Medium
434,3209,Home,24993.96,Denied,Theft,AS,262,0,2026-05-25 10:28:28.324429,False,True,False,High
435,1477,Life,30763.09,Pending,Theft,OK,257,0,2026-05-25 10:28:28.324438,True,True,True,High
436,1156,Home,28267.4,Pending,Fire,NM,198,0,2026-05-25 10:28:28.324448,False,True,False,High
437,2401,Home,48658.88,Approved,Flood,VI,300,1,2026-05-25 10:28:28.324458,True,False,True,Critical
438,1193,Home,12388.23,Approved,Fire,NJ,135,0,2026-05-25 10:28:28.324467,False,True,False,Medium
439,3273,Auto,45491.47,Approved,Fire,NY,219,0,2026-05-25 10:28:28.324477,True,True,True,Critical
440,2661,Home,23736.54,Approved,Flood,SC,200,1,2026-05-25 10:28:28.324487,False,False,True,High
441,1900,Home,34113.21,Denied,Theft,GA,195,1,2026-05-25 10:28:28.324496,True,True,True,High
442,1983,Life,8239.88,Denied,Accident,NV,171,1,2026-05-25 10:28:28.324506,False,False,True,Medium
443,2216,Home,2882.52,Pending,Flood,PR,223,0,2026-05-25 10:28:28.324515,False,False,False,Medium
444,2478,Auto,18509.15,Denied,Accident,IA,219,1,2026-05-25 10:28:28.324525,False,False,True,Medium
445,1417,Auto,14972.07,Denied,Flood,DC,190,0,2026-05-25 10:28:28.324535,False,False,False,Medium
446,4004,Auto,21459.58,Approved,Accident,PA,121,0,2026-05-25 10:28:28.324548,False,False,False,High
447,4829,Life,32042.42,Pending,Accident,OR,163,0,2026-05-25 10:28:28.324557,True,False,False,High
448,2851,Life,20610.23,Pending,Flood,IA,120,0,2026-05-25 10:28:28.324567,False,False,False,High
449,4625,Home,20326.77,Approved,Flood,MD,288,0,2026-05-25 10:28:28.324577,False,False,False,High
450,2588,Auto,38526.29,Denied,Fire,VA,124,1,2026-05-25 10:28:28.324587,True,True,True,High
451,3596,Life,20348.26,Denied,Fire,MO,268,1,2026-05-25 10:28:28.324597,False,True,True,High
452,4392,Auto,31842.64,Denied,Accident,MO,287,1,2026-05-25 10:28:28.324607,True,False,True,High
453,4360,Life,32703.25,Denied,Fire,VT,142,0,2026-05-25 10:28:28.324616,True,True,True,High
454,3035,Auto,6099.98,Pending,Flood,LA,293,0,2026-05-25 10:28:28.324626,False,False,False,Medium
455,2528,Home,49037.39,Denied,Accident,WA,248,1,2026-05-25 10:28:28.324636,True,False,True,Critical
456,3362,Auto,24023.77,Approved,Accident,GA,146,0,2026-05-25 10:28:28.324646,False,False,False,High
457,2338,Home,8260.97,Approved,Theft,OR,294,0,2026-05-25 10:28:28.324656,False,True,False,Medium
458,1586,Auto,35844.39,Pending,Fire,PR,223,0,2026-05-25 10:28:28.324666,True,True,True,High
459,1734,Life,5738.8,Pending,Accident,HI,283,0,2026-05-25 10:28:28.324676,False,False,False,Medium
460,1117,Auto,39544.72,Pending,Fire,SD,208,1,2026-05-25 10:28:28.324688,True,True,True,High
461,3415,Life,15801.8,Pending,Accident,WV,264,0,2026-05-25 10:28:28.324700,False,False,False,Medium
462,4129,Life,3644.37,Denied,Flood,KY,166,0,2026-05-25 10:28:28.324710,False,False,False,Medium
463,4739,Life,10329.88,Denied,Accident,ME,198,0,2026-05-25 10:28:28.324720,False,False,False,Medium
464,3124,Auto,29399.92,Denied,Flood,DE,196,1,2026-05-25 10:28:28.324729,False,False,True,High
465,3721,Life,40317.26,Denied,Fire,MO,150,0,2026-05-25 10:28:28.324743,True,True,True,Critical
466,4714,Auto,37677.55,Pending,Fire,MT,163,1,2026-05-25 10:28:28.324755,True,True,True,High
467,1707,Auto,43839.38,Denied,Theft,IA,259,1,2026-05-25 10:28:28.324766,True,True,True,Critical
468,1542,Life,19742.29,Pending,Fire,MO,173,0,2026-05-25 10:28:28.324776,False,True,False,Medium
469,2664,Home,17294.04,Pending,Theft,ND,200,0,2026-05-25 10:28:28.324786,False,True,False,Medium
470,4963,Home,27849.73,Pending,Fire,ND,218,1,2026-05-25 10:28:28.324796,False,True,True,High
471,4091,Life,3194.33,Pending,Theft,WI,226,1,2026-05-25 10:28:28.324806,False,True,True,Medium
472,4804,Life,46835.13,Pending,Flood,WI,220,0,2026-05-25 10:28:28.324816,True,False,False,Critical
473,4403,Auto,39995.47,Pending,Fire,MS,161,0,2026-05-25 10:28:28.324825,True,True,True,High
474,3855,Home,46425.82,Denied,Theft,CA,148,0,2026-05-25 10:28:28.324835,True,True,True,Critical
475,2464,Auto,18508.05,Approved,Fire,GU,187,0,2026-05-25 10:28:28.324844,False,True,False,Medium
476,3152,Life,48404.9,Approved,Accident,AS,130,1,2026-05-25 10:28:28.324854,True,False,True,Critical
477,4054,Auto,14050.03,Approved,Flood,IN,158,1,2026-05-25 10:28:28.324864,False,False,True,Medium
478,1511,Home,22075.14,Pending,Theft,PR,293,1,2026-05-25 10:28:28.324874,False,True,True,High
479,2380,Life,3189.12,Approved,Theft,PA,190,0,2026-05-25 10:28:28.324884,False,True,False,Medium
480,2080,Life,23165.57,Denied,Fire,NC,281,0,2026-05-25 10:28:28.324893,False,True,False,High
481,2489,Auto,23335.3,Pending,Theft,CT,102,1,2026-05-25 10:28:28.324903,False,True,True,High
482,1772,Auto,35812.36,Approved,Accident,VT,154,1,2026-05-25 10:28:28.324913,True,False,True,High
483,4508,Life,17700.2,Denied,Theft,VA,222,0,2026-05-25 10:28:28.324922,False,True,False,Medium
484,2407,Auto,12764.64,Denied,Flood,IN,209,0,2026-05-25 10:28:28.324932,False,False,False,Medium
485,3797,Life,12293.13,Pending,Flood,FM,144,1,2026-05-25 10:28:28.324946,False,False,True,Medium
486,2191,Life,31183.05,Pending,Flood,IN,250,1,2026-05-25 10:28:28.324956,True,False,True,High
487,2391,Life,28389.41,Approved,Accident,AS,148,0,2026-05-25 10:28:28.324966,False,False,False,High
488,2863,Life,48280.33,Denied,Theft,GU,160,0,2026-05-25 10:28:28.324976,True,True,True,Critical
489,2908,Auto,16400.36,Denied,Fire,TN,223,0,2026-05-25 10:28:28.324986,False,True,False,Medium
490,2151,Auto,41232.64,Approved,Accident,WI,225,0,2026-05-25 10:28:28.324995,True,False,False,Critical
491,4026,Auto,37394.68,Pending,Flood,NV,261,1,2026-05-25 10:28:28.325005,True,False,True,High
492,1019,Auto,45218.26,Denied,Accident,KY,261,1,2026-05-25 10:28:28.325015,True,False,True,Critical
493,4680,Home,9330.24,Approved,Fire,AK,242,1,2026-05-25 10:28:28.325025,False,True,True,Medium
494,2353,Life,43252.17,Denied,Fire,HI,271,0,2026-05-25 10:28:28.325035,True,True,True,Critical
495,2619,Home,10537.51,Denied,Flood,MN,112,0,2026-05-25 10:28:28.325044,False,False,False,Medium
496,1123,Home,17339.73,Pending,Accident,WA,199,0,2026-05-25 10:28:28.325054,False,False,False,Medium
497,3589,Life,18993.88,Pending,Flood,PW,224,0,2026-05-25 10:28:28.325064,False,False,False,Medium
498,1812,Home,38546.83,Approved,Theft,SD,227,0,2026-05-25 10:28:28.325074,True,True,True,High
499,3856,Auto,24200.89,Pending,Flood,CO,143,0,2026-05-25 10:28:28.325083,False,False,False,High
500,1269,Life,32378.39,Approved,Theft,FM,156,0,2026-05-25 10:28:28.325093,True,True,True,High
501,1908,Life,42811.82,Pending,Accident,VT,286,0,2026-05-25 10:28:28.325102,True,False,False,Critical
502,1027,Life,11582.22,Pending,Theft,IL,274,0,2026-05-25 10:28:28.325112,False,True,False,Medium
503,4923,Life,45554.12,Approved,Theft,NV,248,0,2026-05-25 10:28:28.325123,True,True,True,Critical
504,4071,Auto,4228.31,Pending,Theft,TX,181,0,2026-05-25 10:28:28.325136,False,True,False,Medium
505,3464,Home,1791.86,Pending,Flood,IN,136,1,2026-05-25 10:28:28.325149,False,False,True,Medium
506,1426,Auto,25283.22,Pending,Fire,WV,294,0,2026-05-25 10:28:28.325159,False,True,False,High
507,1434,Life,38700.39,Denied,Theft,CO,202,0,2026-05-25 10:28:28.325169,True,True,True,High
508,3843,Auto,28175.29,Approved,Fire,VA,119,0,2026-05-25 10:28:28.325179,False,True,False,High
509,3418,Life,30872.85,Approved,Flood,FL,275,0,2026-05-25 10:28:28.325188,True,False,False,High
510,3097,Auto,25573.49,Approved,Accident,LA,143,1,2026-05-25 10:28:28.325198,False,False,True,High
511,3987,Auto,47262.68,Pending,Flood,MS,227,0,2026-05-25 10:28:28.325208,True,False,False,Critical
512,2780,Home,39294.02,Denied,Flood,RI,227,0,2026-05-25 10:28:28.325218,True,False,False,High
513,1599,Home,2430.02,Approved,Accident,ND,293,1,2026-05-25 10:28:28.325227,False,False,True,Medium
514,3995,Home,32460.46,Pending,Theft,GU,186,0,2026-05-25 10:28:28.325237,True,True,True,High
515,1249,Auto,2570.07,Denied,Fire,OK,105,1,2026-05-25 10:28:28.325247,False,True,True,Medium
516,3779,Auto,19905.22,Denied,Accident,MO,137,0,2026-05-25 10:28:28.325257,False,False,False,Medium
517,3495,Life,29111.48,Pending,Flood,MI,256,1,2026-05-25 10:28:28.325271,False,False,True,High
518,4412,Life,22324.24,Pending,Flood,AL,177,1,2026-05-25 10:28:28.325281,False,False,True,High
